dates,monthly_commits,monthly_commit_comments,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2015-10-01,23,0,2,0,0,0,0,0,0,0,0,0,0,0
2015-11-01,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2015-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2016-01-01,11,0,1,0,0,0,0,0,0,0,0,0,0,1
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-01,4,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-06-01,1,0,1,0,0,0,0,0,0,0,0,0,0,2
2016-07-01,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2016-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-01,11,0,1,0,0,0,0,0,0,0,0,51,1,1
2016-10-01,50,0,1,3,0,0,0,0,11,0,24,1485,41,0
2016-11-01,2,0,1,0,0,0,0,0,1,0,0,167,8,1
2016-12-01,0,0,0,0,0,0,0,0,0,1,5,132,20,0
2017-01-01,0,0,0,0,0,0,0,0,2,0,1,47,2,1
2017-02-01,0,0,0,0,0,0,0,0,0,0,0,41,7,0
2017-03-01,0,0,0,0,0,0,0,0,0,0,0,58,6,0
2017-04-01,0,0,0,0,0,0,0,0,0,0,0,36,4,0
2017-05-01,0,0,0,0,0,0,0,0,0,0,0,13,3,0
2017-06-01,0,0,0,0,0,0,0,0,0,0,0,29,1,1
2017-07-01,0,0,0,0,0,0,0,0,1,0,3,18,1,0
2017-08-01,0,0,0,0,0,0,0,0,0,0,0,22,2,0
2017-09-01,0,0,0,0,0,0,0,0,0,0,0,15,1,0
2017-10-01,0,0,0,0,0,0,0,0,1,0,0,16,2,0
2017-11-01,0,0,0,0,0,0,0,0,0,0,0,31,4,0
2017-12-01,0,0,0,0,0,0,0,0,0,0,0,14,1,0
2018-01-01,0,0,0,0,0,0,0,0,0,0,0,19,1,1
2018-02-01,0,0,0,0,0,0,0,0,0,0,0,37,2,0
2018-03-01,0,0,0,0,0,0,0,0,0,0,0,114,7,0
2018-04-01,0,0,0,0,0,0,0,0,0,0,0,55,5,0
2018-05-01,0,0,0,0,0,0,0,0,0,0,0,103,7,1
2018-06-01,0,0,0,0,0,0,0,0,0,0,0,64,3,0
2018-07-01,0,0,0,0,0,0,0,0,0,0,0,43,3,0
2018-08-01,1,0,1,0,0,0,0,0,0,1,2,333,32,3
