dates,monthly_commits,monthly_commit_comments,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-03-01,2,3,2,0,0,0,0,0,0,0,0,0,0,5
2016-04-01,1,0,1,0,0,0,0,0,1,13,79,8,0,3
2016-05-01,0,0,0,0,0,0,0,0,0,4,19,7,8,1
2016-06-01,0,0,0,0,0,0,0,0,2,26,152,5,2,3
2016-07-01,1,0,1,0,0,0,0,0,4,15,139,10,3,4
2016-08-01,1,0,1,0,0,0,0,0,2,49,160,3,1,2
2016-09-01,1,0,1,1,0,1,1,6,3,83,451,5,1,3
2016-10-01,2,0,1,1,0,1,1,2,2,15,60,10,5,1
2016-11-01,0,0,0,0,0,0,0,0,3,26,141,15,6,1
2016-12-01,0,0,0,0,0,0,0,0,3,27,210,12,2,1
2017-01-01,0,0,0,0,0,0,0,0,5,34,304,7,2,2
2017-02-01,3,0,1,0,0,0,0,0,13,39,214,13,4,1
2017-03-01,6,0,2,1,0,1,1,2,15,87,623,33,6,0
2017-04-01,4,0,1,1,0,1,1,10,11,58,414,23,5,2
2017-05-01,8,0,2,1,0,1,1,0,20,74,424,26,2,2
2017-06-01,5,0,1,0,0,0,0,0,12,47,552,15,4,0
2017-07-01,12,0,2,0,0,0,0,0,11,77,588,37,2,4
2017-08-01,8,0,2,0,0,0,0,0,9,42,305,38,5,3
2017-09-01,2,0,1,0,0,0,0,0,14,43,511,37,7,4
2017-10-01,22,0,5,5,0,5,1,14,13,65,459,47,11,3
2017-11-01,1,0,1,0,0,0,0,0,19,85,670,56,5,2
2017-12-01,34,0,4,11,0,9,4,1,13,57,458,57,16,1
2018-01-01,72,0,8,32,0,34,5,47,10,90,565,94,22,2
2018-02-01,18,3,9,21,4,16,5,69,9,84,514,76,19,2
2018-03-01,34,0,5,24,0,24,4,23,15,88,422,106,20,2
2018-04-01,29,0,5,25,1,23,4,48,11,121,716,116,21,3
2018-05-01,61,0,9,32,0,32,3,38,20,125,758,119,19,3
2018-06-01,35,0,6,21,2,20,4,40,24,101,508,100,20,3
2018-07-01,30,0,7,24,1,22,4,33,15,115,598,102,26,2
2018-08-01,29,0,4,21,1,19,3,24,22,132,602,110,30,0
2018-09-01,25,0,5,20,2,18,4,28,24,71,362,103,32,2
2018-10-01,29,1,7,33,6,27,5,37,32,118,481,114,32,1
2018-11-01,18,2,4,16,2,17,3,10,41,63,372,136,36,1
2018-12-01,8,0,3,10,0,7,2,22,35,37,365,116,35,1
2019-01-01,15,0,6,13,0,14,4,23,39,121,685,122,25,0
2019-02-01,24,0,7,17,2,14,4,55,35,106,776,93,33,0
2019-03-01,47,0,6,35,0,35,3,51,45,123,664,183,29,2
2019-04-01,82,2,6,47,2,47,6,63,50,120,443,164,44,4
2019-05-01,28,1,6,33,4,28,5,61,42,161,682,112,33,0
2019-06-01,36,0,7,42,0,36,6,48,46,108,664,85,23,0
2019-07-01,23,0,7,24,1,23,7,63,49,121,700,108,48,1
2019-08-01,56,1,10,38,2,41,5,14,58,250,1414,87,16,0
2019-09-01,40,0,6,43,3,40,6,28,58,108,382,59,16,0
2019-10-01,29,0,6,34,4,27,4,12,65,195,1181,79,30,0
2019-11-01,40,0,5,39,2,37,4,13,77,94,566,70,20,2
2019-12-01,14,0,6,15,1,14,3,11,72,92,607,80,36,1
