dates,monthly_commits,monthly_commit_comments,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2012-03-01,2,0,1,0,0,0,0,0,0,0,0,9,0,5
2012-04-01,14,0,1,0,0,0,0,0,0,0,0,0,0,2
2012-05-01,7,0,1,0,0,0,0,0,0,0,0,1,0,6
2012-06-01,8,0,1,0,0,0,0,0,0,0,0,0,0,5
2012-07-01,8,0,1,0,0,0,0,0,0,0,0,0,0,3
2012-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2012-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-01,2,0,1,0,0,0,0,0,0,0,0,1,0,5
2012-12-01,16,0,2,0,0,0,0,0,0,0,0,0,0,7
2013-01-01,17,0,1,0,0,0,0,0,0,0,0,0,1,3
2013-02-01,2,0,1,0,0,0,0,0,0,0,0,1,0,4
2013-03-01,0,0,0,0,0,0,0,0,0,0,0,1,5,7
2013-04-01,0,0,0,1,0,0,0,1,0,0,0,7,2,3
2013-05-01,4,0,1,1,1,0,0,4,0,1,1,19,4,6
2013-06-01,1,0,1,1,1,0,0,4,0,1,3,8,6,4
2013-07-01,0,0,0,1,0,0,0,2,0,0,0,19,2,6
2013-08-01,9,1,2,0,1,0,0,1,0,1,1,13,8,6
2013-09-01,2,5,1,0,1,0,0,2,0,1,2,11,5,4
2013-10-01,6,0,1,0,0,0,0,0,0,0,0,9,5,6
2013-11-01,19,3,2,2,1,1,1,24,0,2,12,17,10,4
2013-12-01,1,0,1,1,1,0,0,4,0,1,2,28,8,6
2014-01-01,0,0,0,0,0,0,0,0,0,0,0,25,9,2
2014-02-01,3,0,1,0,0,0,0,0,0,1,9,32,13,4
2014-03-01,5,2,2,0,0,0,0,0,0,1,10,23,5,5
2014-04-01,13,0,1,0,0,0,0,0,1,1,2,13,7,3
2014-05-01,31,10,1,1,1,0,0,12,1,3,21,23,7,7
2014-06-01,0,0,0,1,0,0,0,4,0,2,4,26,6,4
2014-07-01,1,0,1,0,1,0,0,4,1,2,34,18,8,6
2014-08-01,0,0,0,0,0,0,0,0,0,1,1,36,12,5
2014-09-01,0,0,0,1,1,0,0,8,0,3,8,21,12,4
2014-10-01,0,0,0,1,1,0,0,8,0,1,4,25,11,2
2014-11-01,0,0,0,0,0,0,0,0,0,0,0,32,7,3
2014-12-01,0,0,0,2,1,0,0,4,2,2,36,24,13,2
2015-01-01,0,0,0,1,1,0,0,10,0,1,5,23,7,4
2015-02-01,9,0,1,0,0,0,0,0,1,0,3,17,3,1
2015-03-01,6,0,1,0,0,0,0,0,0,1,2,32,11,3
2015-04-01,10,2,2,0,0,0,0,0,1,5,73,34,13,3
2015-05-01,0,0,0,0,0,0,0,0,2,3,40,22,11,3
2015-06-01,1,16,1,0,0,0,0,0,2,1,25,16,9,5
2015-07-01,0,0,0,0,0,0,0,0,1,4,18,59,18,3
2015-08-01,3,0,2,0,0,0,0,0,0,2,8,45,10,4
2015-09-01,0,0,0,0,0,0,0,0,2,5,45,45,18,0
2015-10-01,0,0,0,0,0,0,0,0,0,0,0,33,12,5
2015-11-01,3,0,1,0,0,0,0,0,1,6,112,38,17,1
2015-12-01,1,0,1,0,0,0,0,0,1,2,52,45,17,2
2016-01-01,6,0,2,0,0,0,0,0,2,3,23,55,18,1
2016-02-01,3,0,1,0,0,0,0,0,0,6,18,42,12,4
2016-03-01,0,0,0,0,0,0,0,0,1,3,10,58,9,6
2016-04-01,22,4,1,0,0,0,0,0,0,5,11,39,13,3
2016-05-01,5,3,1,0,0,0,0,0,1,5,25,55,10,1
2016-06-01,4,0,1,0,0,0,0,0,1,6,49,40,12,0
2016-07-01,5,0,1,0,0,0,0,0,1,2,24,50,17,3
2016-08-01,0,0,0,0,0,0,0,0,2,6,30,44,15,4
2016-09-01,0,0,0,0,0,0,0,0,1,1,8,52,15,4
2016-10-01,0,0,0,0,0,0,0,0,0,2,6,46,7,4
2016-11-01,4,0,1,0,0,0,0,0,0,6,145,70,10,2
2016-12-01,0,0,0,0,0,0,0,0,2,10,41,50,9,2
2017-01-01,0,0,0,0,0,0,0,0,0,4,21,50,14,2
2017-02-01,0,0,0,0,0,0,0,0,2,2,24,43,13,1
2017-03-01,0,0,0,0,0,0,0,0,0,4,27,45,12,4
2017-04-01,0,0,0,0,0,0,0,0,0,2,9,43,11,3
2017-05-01,0,0,0,0,0,0,0,0,0,4,32,37,10,2
2017-06-01,0,0,0,0,0,0,0,0,0,4,14,34,10,2
2017-07-01,0,0,0,0,0,0,0,0,0,3,6,44,9,4
2017-08-01,0,0,0,0,0,0,0,0,0,1,6,39,5,0
2017-09-01,0,0,0,0,0,0,0,0,1,22,100,22,8,3
2017-10-01,12,6,1,1,1,0,0,0,54,39,507,1191,319,16
