dates,monthly_commits,monthly_commit_comments,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-07-01,34,0,6,16,0,16,2,36,2,24,34,460,7,0
2016-08-01,33,0,4,17,1,14,2,30,0,18,20,79,4,0
2016-09-01,3,0,2,1,0,2,1,0,0,3,3,19,1,0
2016-10-01,8,0,4,2,0,3,1,2,0,4,2,20,2,0
2016-11-01,54,0,2,23,1,21,1,17,0,33,31,9,1,0
2016-12-01,16,0,2,7,0,8,1,5,0,14,25,8,3,1
2017-01-01,19,0,1,6,0,6,1,0,0,11,16,11,0,0
2017-02-01,0,0,0,0,0,0,0,0,0,0,0,31,2,1
2017-03-01,6,0,3,4,0,3,1,14,0,3,2,6,1,0
2017-04-01,10,0,2,2,0,2,1,4,1,2,15,6,1,0
2017-05-01,5,0,1,0,0,0,0,0,0,0,0,7,2,1
2017-06-01,0,0,0,0,0,0,0,0,1,0,3,13,0,0
2017-07-01,1,0,1,0,1,0,0,10,0,3,15,22,4,0
2017-08-01,4,0,4,2,0,1,1,2,0,1,1,16,0,0
2017-09-01,1,0,1,0,0,0,0,0,0,0,0,8,2,0
2017-10-01,7,0,3,3,0,1,1,17,0,4,2,12,2,0
2017-11-01,0,0,0,0,0,0,0,0,0,0,0,13,0,0
2017-12-01,10,0,1,2,0,0,0,4,0,0,0,9,1,1
2018-01-01,37,0,4,9,2,10,1,16,0,31,51,10,2,0
2018-02-01,22,0,4,14,3,9,1,31,0,15,19,12,2,0
2018-03-01,22,0,6,9,2,9,1,46,2,14,52,16,3,2
2018-04-01,5,0,3,6,1,5,1,17,0,10,15,42,5,0
2018-05-01,0,0,0,1,0,0,0,1,0,1,1,20,1,0
2018-06-01,1,0,1,1,0,0,0,1,0,0,0,20,3,0
2018-07-01,25,0,5,10,1,11,2,18,0,21,36,392,21,0
2018-08-01,14,0,3,6,0,6,2,20,0,10,15,300,14,0
2018-09-01,10,0,7,8,1,9,2,33,0,16,34,73,7,0
2018-10-01,8,0,5,5,0,4,1,2,0,6,0,59,10,0
2018-11-01,6,0,3,2,0,3,1,4,1,6,9,45,6,0
2018-12-01,5,0,1,1,0,1,1,0,2,2,6,87,5,0
2019-01-01,6,0,3,5,0,5,2,16,2,7,18,95,8,0
2019-02-01,4,0,3,5,0,4,2,24,1,6,20,79,5,0
2019-03-01,11,0,4,3,0,4,1,18,0,5,11,111,9,0
2019-04-01,21,1,2,11,1,9,2,41,0,24,82,79,14,0
2019-05-01,13,0,2,5,1,5,1,19,1,9,20,117,14,0
2019-06-01,11,0,3,4,0,4,2,6,2,8,29,217,9,0
2019-07-01,2,0,2,3,0,2,1,5,1,5,16,59,7,0
2019-08-01,0,0,0,0,0,0,0,0,1,0,0,76,4,0
2019-09-01,43,0,7,45,3,38,3,87,3,52,77,75,7,0
2019-10-01,13,0,4,7,3,8,1,28,4,17,36,46,5,0
2019-11-01,2,0,2,2,0,2,1,12,2,4,15,122,7,0
2019-12-01,2,0,2,5,0,2,2,6,7,5,11,45,8,0
