dates,monthly_commits,monthly_commit_comments,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-10-01,13,0,1,0,0,0,0,0,0,1,2,21,0,1
2016-11-01,24,0,1,1,0,0,0,60,3,3,75,542,20,0
2016-12-01,2,0,1,0,0,0,0,0,0,3,13,51,4,0
2017-01-01,10,0,1,0,0,0,0,0,1,5,11,32,4,0
2017-02-01,11,4,2,1,0,1,1,0,0,3,11,93,6,1
2017-03-01,11,0,1,1,1,0,0,8,1,4,29,68,2,1
2017-04-01,0,0,0,0,0,0,0,0,1,0,3,25,2,0
2017-05-01,0,0,0,0,0,0,0,0,0,0,0,30,5,0
2017-06-01,0,0,0,0,0,0,0,0,0,0,0,19,0,1
2017-07-01,0,0,0,0,0,0,0,0,0,0,0,21,0,2
2017-08-01,8,0,2,2,0,1,1,0,1,6,16,38,2,0
2017-09-01,6,0,1,1,0,0,0,0,1,2,15,45,2,0
2017-10-01,4,0,2,1,2,1,1,6,0,4,4,92,7,0
2017-11-01,4,0,1,0,0,0,0,0,0,3,10,70,3,1
2017-12-01,0,0,0,1,0,0,0,1,0,1,0,58,6,0
2018-01-01,3,0,3,5,0,2,1,14,1,4,12,33,5,2
2018-02-01,11,0,3,1,1,2,1,4,0,11,27,41,5,1
2018-03-01,0,0,0,0,0,0,0,0,0,0,0,40,1,1
2018-04-01,0,0,0,1,0,0,0,3,0,0,0,44,4,0
2018-05-01,14,0,2,1,1,1,1,5,1,7,35,53,4,0
2018-06-01,7,0,1,0,0,0,0,0,2,5,21,55,3,1
2018-07-01,1,0,1,0,0,0,0,0,0,0,0,52,1,0
2018-08-01,2,0,1,1,0,0,0,1,1,3,9,41,6,0
2018-09-01,21,0,1,0,0,0,0,0,5,3,55,56,6,1
2018-10-01,0,0,0,0,0,0,0,0,1,0,1,59,2,0
2018-11-01,0,0,0,0,0,0,0,0,0,0,0,30,5,0
2018-12-01,0,0,0,1,0,0,0,0,1,0,1,48,3,0
2019-01-01,35,0,2,3,1,1,1,6,6,14,72,92,13,1
2019-02-01,3,0,2,1,3,2,1,9,8,11,117,111,2,1
2019-03-01,3,0,1,0,0,0,0,0,5,0,12,83,7,0
2019-04-01,0,0,0,2,0,0,0,0,1,0,3,121,7,1
2019-05-01,14,0,2,0,0,2,1,0,12,12,63,127,3,1
2019-06-01,5,0,1,2,0,0,0,0,7,4,29,98,10,0
2019-07-01,0,0,0,1,0,0,0,0,2,0,2,82,3,0
2019-08-01,27,0,3,8,3,8,1,2,2,18,39,156,6,0
2019-09-01,0,0,0,0,0,0,0,0,8,2,8,79,5,0
2019-10-01,6,0,1,0,0,0,0,0,4,2,8,86,2,0
2019-11-01,21,0,1,3,0,0,0,0,23,8,34,201,14,0
