dates,monthly_commits,monthly_commit_comments,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2015-08-01,28,0,3,8,0,7,2,14,0,7,4,3,0,2
2015-09-01,52,1,3,12,3,7,1,37,0,12,33,24,1,0
2015-10-01,55,0,5,17,5,14,1,48,0,29,59,14,1,1
2015-11-01,4,0,1,2,1,1,1,7,0,3,9,34,0,0
2015-12-01,6,0,1,1,0,2,1,6,0,3,8,4,0,0
2016-01-01,0,0,0,0,0,0,0,0,0,0,0,8,0,1
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,52,1,1
2016-03-01,2,0,2,1,0,1,1,8,0,1,4,10,1,1
2016-04-01,3,0,1,1,0,1,1,0,0,1,0,29,1,1
2016-05-01,5,0,3,2,0,1,1,26,0,2,14,14,3,1
2016-06-01,7,0,3,3,0,3,1,17,0,3,9,14,4,0
2016-07-01,8,0,1,2,1,1,1,8,0,4,17,23,0,2
2016-08-01,18,2,4,7,0,6,3,60,0,11,43,20,0,0
2016-09-01,42,0,5,9,1,9,4,83,0,12,69,13,3,0
2016-10-01,11,0,3,3,0,3,1,18,0,5,29,22,3,0
2016-11-01,3,0,2,1,0,1,1,0,0,2,5,12,0,0
2016-12-01,7,3,3,3,0,2,2,5,0,2,2,12,0,1
2017-01-01,4,0,2,1,0,1,1,1,0,3,6,14,1,0
2017-02-01,4,0,3,1,0,2,2,10,0,2,5,15,1,1
2017-03-01,10,1,4,3,0,1,1,9,0,4,12,36,2,0
2017-04-01,6,0,3,2,1,3,2,16,0,7,32,12,2,0
2017-05-01,0,0,0,0,0,0,0,0,0,0,0,27,2,0
2017-06-01,8,0,2,2,0,3,1,3,0,4,10,11,2,0
2017-07-01,2,0,2,1,0,1,1,10,0,1,5,20,0,0
2017-08-01,31,0,3,16,2,11,1,74,1,14,36,80,0,0
2017-09-01,14,0,2,2,0,3,2,6,0,8,17,55,1,0
2017-10-01,25,0,4,8,0,7,2,51,0,19,87,133,5,0
2017-11-01,21,0,4,9,2,6,2,53,0,19,116,55,7,0
2017-12-01,25,0,2,5,1,6,1,28,0,13,61,47,4,0
2018-01-01,2,0,1,2,0,1,1,10,0,5,29,69,2,0
2018-02-01,8,0,5,5,0,3,1,16,1,7,49,74,8,0
2018-03-01,4,0,4,3,0,2,2,9,1,2,13,110,5,1
2018-04-01,5,0,3,3,1,2,2,32,0,5,27,64,6,1
2018-05-01,6,0,4,4,1,3,2,9,0,8,15,69,5,0
2018-06-01,2,0,2,2,1,0,0,16,0,2,6,79,11,0
2018-07-01,0,0,0,0,0,0,0,0,0,4,38,60,4,0
2018-08-01,14,0,4,3,0,5,2,21,1,12,82,86,6,0
2018-09-01,15,0,5,7,0,6,2,32,1,10,36,88,6,0
2018-10-01,10,0,6,6,1,3,2,45,3,6,38,65,8,0
2018-11-01,4,0,3,3,0,2,1,46,2,3,19,100,10,1
2018-12-01,1,0,1,2,0,0,0,17,0,1,3,44,6,0
2019-01-01,19,0,7,4,1,8,2,62,0,16,93,89,11,0
2019-02-01,1,0,1,2,0,0,0,2,2,1,12,79,8,0
2019-03-01,6,0,2,2,2,3,1,7,2,6,14,97,7,0
2019-04-01,0,0,0,0,0,0,0,0,3,3,22,101,4,0
2019-05-01,10,0,4,5,0,3,2,48,2,6,47,121,10,0
2019-06-01,8,0,5,5,3,4,1,71,3,41,349,91,9,0
2019-07-01,16,0,3,7,0,4,1,28,3,19,81,90,12,0
2019-08-01,7,0,3,2,1,2,1,5,7,11,59,119,16,0
2019-09-01,4,0,4,4,0,1,1,9,2,5,27,88,13,0
2019-10-01,31,0,5,10,1,11,1,18,2,23,44,112,12,0
2019-11-01,54,0,3,7,1,6,1,104,3,22,149,106,10,0
2019-12-01,28,0,4,11,3,6,1,51,12,23,114,117,17,0
