dates,monthly_commits,monthly_commit_comments,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2011-12-01,9,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-01-01,3,0,1,0,0,0,0,0,0,0,0,0,0,5
2012-02-01,23,0,1,0,0,0,0,0,0,0,0,0,0,4
2012-03-01,14,0,1,0,0,0,0,0,0,0,0,0,0,5
2012-04-01,37,0,1,0,0,0,0,0,0,0,0,0,0,8
2012-05-01,18,0,1,0,0,0,0,0,0,0,0,0,0,3
2012-06-01,18,0,1,0,0,0,0,0,0,0,0,0,0,3
2012-07-01,18,0,1,0,0,0,0,0,0,0,0,0,0,2
2012-08-01,30,0,1,0,0,0,0,0,0,0,0,0,0,2
2012-09-01,20,0,1,0,0,0,0,0,0,0,0,0,0,1
2012-10-01,11,0,1,0,0,0,0,0,0,0,0,0,0,3
2012-11-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-12-01,10,0,1,0,0,0,0,0,0,0,0,0,0,1
2013-01-01,23,0,1,0,0,0,0,0,0,0,0,0,0,8
2013-02-01,10,0,1,0,0,0,0,0,0,0,0,0,0,3
2013-03-01,28,0,1,0,0,0,0,0,1,3,9,525,41,5
2013-04-01,26,5,2,1,0,1,1,2,3,6,18,61,16,2
2013-05-01,32,1,5,5,1,3,1,19,2,13,45,64,15,3
2013-06-01,6,0,2,3,2,1,1,28,1,4,21,76,16,1
2013-07-01,13,0,3,2,1,2,1,3,2,6,17,39,7,4
2013-08-01,11,0,3,3,1,2,1,10,2,5,7,30,13,1
2013-09-01,13,0,3,2,0,2,1,8,0,5,15,30,9,3
2013-10-01,5,0,2,2,0,1,1,19,2,2,9,32,4,0
2013-11-01,4,4,1,1,1,0,0,0,0,4,7,40,11,0
2013-12-01,4,0,2,1,0,1,1,2,0,2,2,90,19,4
2014-01-01,12,0,4,4,1,3,1,32,1,7,28,34,10,2
2014-02-01,3,0,1,0,0,1,1,1,3,2,6,26,5,2
2014-03-01,16,0,3,6,1,2,1,15,0,4,5,37,9,2
2014-04-01,11,0,2,1,1,1,1,8,1,3,9,41,11,2
2014-05-01,14,0,2,1,0,1,1,0,0,2,1,44,14,3
2014-06-01,39,4,2,1,2,1,1,5,0,5,28,44,8,1
2014-07-01,7,0,1,0,0,0,0,0,0,3,7,33,5,0
2014-08-01,17,0,4,3,0,1,1,3,1,2,1,44,9,3
2014-09-01,31,1,4,3,0,3,2,5,0,8,25,111,12,2
2014-10-01,2,0,1,0,0,0,0,0,1,1,0,33,8,2
2014-11-01,4,0,1,1,0,0,0,4,4,0,9,35,9,3
2014-12-01,4,0,1,2,1,0,0,1,0,3,0,42,6,0
2015-01-01,6,0,1,2,2,0,0,20,0,3,12,55,6,1
2015-02-01,12,0,2,2,3,2,1,13,0,7,12,50,5,1
2015-03-01,5,0,1,0,0,0,0,0,0,1,5,31,4,1
2015-04-01,7,0,2,1,0,1,1,0,0,2,1,29,11,1
2015-05-01,6,0,2,1,0,1,1,18,0,2,12,49,7,1
2015-06-01,5,2,3,3,1,2,1,4,1,5,6,42,8,0
2015-07-01,43,0,4,5,2,2,1,11,0,18,43,35,11,4
2015-08-01,99,5,3,4,3,2,1,7,1,22,49,35,12,1
2015-09-01,45,16,3,4,3,2,2,20,0,11,36,36,7,0
2015-10-01,43,2,3,3,1,2,2,8,2,6,10,52,11,3
2015-11-01,30,0,3,6,1,2,1,15,5,9,51,54,15,0
2015-12-01,9,0,1,0,0,0,0,0,0,1,4,42,10,0
2016-01-01,10,4,1,1,1,0,0,3,1,5,14,41,11,2
2016-02-01,12,0,2,4,1,2,1,24,4,7,29,120,17,1
2016-03-01,8,0,3,3,1,3,1,8,1,5,9,41,14,0
2016-04-01,6,0,3,2,0,2,2,0,2,2,8,53,7,0
2016-05-01,0,0,0,0,0,0,0,0,0,1,12,30,6,0
2016-06-01,5,0,1,0,0,0,0,0,1,0,0,55,6,2
2016-07-01,0,0,0,0,0,0,0,0,0,1,3,58,10,1
2016-08-01,1,0,1,0,0,0,0,0,1,4,5,35,8,0
2016-09-01,4,0,1,0,0,0,0,0,2,3,14,38,13,0
2016-10-01,0,0,0,1,1,0,0,3,5,1,4,40,10,0
2016-11-01,2,0,1,0,0,0,0,0,2,0,0,27,8,1
2016-12-01,0,0,0,0,0,0,0,0,0,0,0,19,5,1
2017-01-01,0,0,0,0,0,0,0,0,0,0,0,8,2,0
2017-02-01,0,0,0,1,1,0,0,0,0,1,0,18,4,0
2017-03-01,0,0,0,0,0,0,0,0,1,0,0,25,4,0
2017-04-01,0,0,0,0,0,0,0,0,0,0,0,14,2,0
