dates,monthly_commits,monthly_commit_comments,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2013-11-01,38,0,1,0,0,0,0,0,0,1,2,0,0,4
2013-12-01,127,0,2,0,0,0,0,0,0,0,0,0,0,1
2014-01-01,156,0,2,0,0,0,0,0,0,1,0,0,0,2
2014-02-01,172,0,2,3,0,3,2,0,0,5,1,0,0,0
2014-03-01,221,0,2,8,3,5,1,22,0,35,44,0,0,3
2014-04-01,203,0,2,7,1,6,2,10,0,17,9,0,0,2
2014-05-01,260,0,3,9,0,9,2,2,0,38,17,0,0,3
2014-06-01,193,0,2,2,1,1,1,2,0,45,33,0,0,2
2014-07-01,162,0,4,3,1,2,2,10,0,20,21,0,0,1
2014-08-01,58,0,2,0,0,0,0,0,0,12,10,0,0,1
2014-09-01,182,0,3,6,0,6,2,10,3,54,57,0,0,2
2014-10-01,223,0,4,16,3,11,1,19,10,65,78,0,0,2
2014-11-01,250,0,8,8,1,4,1,6,3,36,67,509,21,4
2014-12-01,125,0,4,19,0,12,2,46,2,155,170,87,10,0
2015-01-01,117,0,6,29,5,29,2,54,4,48,71,47,7,1
2015-02-01,70,0,7,33,3,25,4,103,6,48,102,45,5,1
2015-03-01,127,0,11,59,20,49,4,236,9,121,324,112,20,2
2015-04-01,81,0,8,41,4,36,5,143,5,58,113,36,9,1
2015-05-01,90,0,6,44,4,37,4,120,4,83,174,33,5,3
2015-06-01,134,0,8,64,6,55,4,196,5,87,179,39,10,0
2015-07-01,137,0,13,59,5,54,4,182,13,117,209,300,13,4
2015-08-01,83,0,8,33,2,33,2,74,5,53,92,72,9,0
2015-09-01,101,0,9,46,5,39,3,105,10,60,157,39,14,3
2015-10-01,74,0,7,41,8,29,5,124,11,45,121,44,11,2
2015-11-01,33,0,9,29,7,16,3,104,8,41,96,51,15,0
2015-12-01,49,0,7,34,7,26,4,108,5,42,66,47,6,0
2016-01-01,22,0,6,12,4,11,3,38,7,28,90,38,8,0
2016-02-01,56,0,9,34,11,25,3,82,7,69,208,83,13,2
2016-03-01,51,0,8,35,10,17,3,86,13,45,104,70,17,2
2016-04-01,17,0,3,13,1,9,2,15,10,14,21,40,6,0
2016-05-01,18,0,5,16,0,11,2,54,14,19,99,33,14,0
2016-06-01,44,0,9,27,8,19,3,109,15,111,314,33,13,0
2016-07-01,24,0,11,22,3,20,4,71,12,28,82,40,18,0
2016-08-01,43,0,7,29,6,21,3,90,14,39,95,30,7,0
2016-09-01,11,0,4,11,3,7,3,24,15,11,46,39,12,0
2016-10-01,13,0,4,15,1,8,2,72,12,14,31,42,8,0
2016-11-01,19,0,5,6,2,6,4,35,11,11,44,32,3,0
2016-12-01,12,0,5,12,6,3,2,24,9,13,34,81,11,1
2017-01-01,3,0,2,3,1,1,1,9,3,3,9,30,6,1
2017-02-01,22,0,3,10,1,5,1,29,4,10,43,29,5,1
2017-03-01,40,0,4,16,2,15,3,16,6,23,31,43,11,0
2017-04-01,9,0,4,10,1,7,1,35,4,10,40,30,3,1
2017-05-01,20,0,2,12,0,10,2,11,8,16,17,31,9,0
2017-06-01,6,0,4,8,1,4,3,8,10,9,20,30,8,0
2017-07-01,7,0,6,9,2,5,2,23,7,13,28,34,7,1
2017-08-01,10,0,8,14,2,8,2,24,8,12,31,23,10,1
2017-09-01,4,0,2,6,1,2,2,22,6,33,99,19,5,0
2017-10-01,7,0,2,9,1,5,2,18,11,9,26,34,5,0
2017-11-01,8,0,3,3,0,3,1,6,3,4,9,22,4,0
2017-12-01,1,0,1,6,2,1,1,5,3,5,8,20,2,0
2018-01-01,5,0,4,6,0,5,1,5,2,6,4,29,5,1
2018-02-01,5,0,4,4,1,5,2,15,3,7,16,29,2,0
2018-03-01,15,0,4,9,2,10,2,5,5,15,14,27,5,0
2018-04-01,5,0,5,7,0,5,2,17,2,6,11,16,1,0
2018-05-01,6,0,3,12,1,5,2,73,5,7,29,21,6,0
2018-06-01,7,0,3,9,2,5,2,15,4,9,21,19,1,0
2018-07-01,3,0,3,7,1,3,2,5,8,4,8,31,7,0
2018-08-01,11,0,2,7,2,7,1,37,2,9,22,20,2,0
2018-09-01,20,0,8,19,4,18,1,105,5,25,74,32,8,0
2018-10-01,18,0,4,10,1,7,2,17,4,11,25,31,6,0
2018-11-01,4,0,4,6,2,3,2,31,4,9,27,37,8,1
2018-12-01,0,0,0,4,0,0,0,8,8,2,14,51,7,1
2019-01-01,17,0,10,13,6,15,2,55,11,22,63,26,9,0
2019-02-01,7,0,3,5,0,5,2,16,1,8,12,18,2,0
2019-03-01,2,0,2,3,0,1,1,0,5,3,7,22,9,0
2019-04-01,0,0,0,7,3,0,0,5,4,3,3,17,3,0
2019-05-01,4,0,2,4,0,3,2,0,5,3,1,14,2,0
2019-06-01,1,0,1,3,0,1,1,0,4,1,0,12,3,0
2019-07-01,2,0,2,6,2,2,1,3,4,5,11,20,6,0
2019-08-01,0,0,0,2,0,0,0,0,2,0,0,14,2,0
2019-09-01,0,0,0,0,1,0,0,18,0,1,18,13,3,0
2019-10-01,0,0,0,1,2,0,0,2,0,2,2,8,2,0
2019-11-01,11,0,6,5,1,5,3,1,0,9,4,21,5,0
2019-12-01,4,0,3,6,0,2,2,4,6,28,90,20,2,0
