dates,monthly_commits,monthly_commit_comments,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-01-01,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2016-02-01,6,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-01,28,0,2,0,0,0,0,0,0,1,0,0,0,0
2016-05-01,80,0,2,0,0,0,0,0,1,18,0,0,0,1
2016-06-01,3,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-07-01,3,0,1,0,0,0,0,0,0,0,0,0,0,0
2016-08-01,77,0,2,0,0,0,0,0,4,14,8,42,2,0
2016-09-01,66,0,3,3,0,2,1,3,1,6,7,1772,70,1
2016-10-01,72,0,2,1,1,1,1,1,2,12,7,58,4,2
2016-11-01,52,0,1,0,0,0,0,0,1,6,6,41,3,0
2016-12-01,80,0,1,0,0,0,0,0,1,5,10,28,7,2
2017-01-01,12,0,1,1,1,0,0,6,1,2,12,29,8,0
2017-02-01,2,0,1,0,0,0,0,0,1,0,0,27,7,1
2017-03-01,9,0,1,0,0,0,0,0,0,3,0,40,9,0
2017-04-01,112,0,1,1,1,0,0,2,6,7,7,28,3,1
2017-05-01,76,0,1,0,0,0,0,0,7,22,20,45,3,0
2017-06-01,19,0,1,0,0,0,0,0,5,1,18,29,5,0
2017-07-01,31,0,1,0,0,0,0,0,2,9,13,45,5,0
2017-08-01,7,0,1,0,0,0,0,0,5,0,0,25,10,0
2017-09-01,5,0,1,0,0,0,0,0,0,2,5,33,3,0
2017-10-01,0,0,0,0,0,0,0,0,0,0,0,36,4,0
2017-11-01,1,0,1,0,0,0,0,0,0,1,0,27,8,1
2017-12-01,0,0,0,0,0,0,0,0,0,0,0,35,6,0
2018-01-01,0,0,0,1,1,0,0,6,0,1,3,37,2,0
2018-02-01,0,0,0,5,0,0,0,4,1,0,0,28,5,0
2018-03-01,3,0,2,4,3,2,1,6,0,6,14,35,8,0
2018-04-01,1,0,1,1,1,1,1,1,0,2,1,33,3,1
2018-05-01,4,0,2,2,0,4,1,16,0,6,15,27,8,2
2018-06-01,3,0,1,3,1,3,1,15,0,4,8,23,4,1
2018-07-01,4,0,3,5,1,3,1,27,1,6,15,34,4,0
2018-08-01,2,0,1,4,2,2,1,20,0,4,10,26,8,0
2018-09-01,2,0,1,4,1,2,1,15,2,4,11,48,4,0
2018-10-01,4,0,1,7,2,4,1,23,1,6,10,31,3,0
2018-11-01,5,0,1,4,0,5,1,0,0,5,0,20,2,1
2018-12-01,1,0,1,1,0,1,1,0,0,1,0,20,3,0
2019-01-01,0,0,0,4,3,0,0,13,0,3,10,31,9,0
2019-02-01,0,0,0,2,2,0,0,4,0,2,2,24,5,0
2019-03-01,0,0,0,2,2,0,0,5,1,2,4,31,4,2
2019-04-01,1,0,1,9,6,1,1,13,4,8,12,200,34,0
