dates,monthly_commits,monthly_commit_comments,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-05-01,10,0,2,0,0,0,0,0,0,0,0,1,0,7
2016-06-01,31,0,2,0,0,0,0,0,0,1,2,4,4,8
2016-07-01,23,0,1,2,0,2,1,2,0,2,1,31,15,12
2016-08-01,11,0,1,0,0,0,0,0,0,9,34,59,32,7
2016-09-01,1,0,1,0,0,0,0,0,0,3,7,46,20,5
2016-10-01,12,0,2,0,0,0,0,0,0,1,0,57,20,4
2016-11-01,0,0,0,0,0,0,0,0,0,1,0,58,27,4
2016-12-01,6,0,3,0,0,0,0,0,0,19,43,59,30,7
2017-01-01,4,0,1,0,0,0,0,0,1,7,11,43,19,3
2017-02-01,10,0,2,0,0,0,0,0,1,5,8,57,25,2
2017-03-01,6,0,1,0,0,0,0,0,3,1,3,117,47,5
2017-04-01,0,0,0,0,0,0,0,0,1,4,7,80,34,3
2017-05-01,9,0,1,0,0,0,0,0,1,17,30,91,42,1
2017-06-01,6,0,1,0,0,0,0,0,4,4,21,96,39,4
2017-07-01,2,0,1,0,0,0,0,0,0,4,7,101,46,4
2017-08-01,15,0,4,3,0,2,1,2,2,13,16,129,55,2
2017-09-01,0,0,0,0,0,0,0,0,8,3,14,112,51,2
2017-10-01,2,0,1,1,0,0,0,1,2,1,2,106,30,1
2017-11-01,0,0,0,1,0,0,0,1,1,6,7,130,57,3
2017-12-01,8,0,4,4,1,2,1,1,10,4,14,135,47,0
2018-01-01,3,0,2,0,0,1,1,0,2,5,12,125,63,1
2018-02-01,1,0,1,1,0,0,0,0,0,1,1,79,18,1
2018-03-01,13,0,2,2,0,0,0,1,2,11,28,165,53,2
2018-04-01,6,0,4,2,1,2,1,5,5,4,6,141,59,1
2018-05-01,1,0,1,0,0,1,1,5,3,5,12,175,54,1
2018-06-01,9,0,3,2,1,3,1,1,1,5,2,145,45,1
2018-07-01,3,0,3,3,0,1,1,1,3,6,18,148,56,3
2018-08-01,5,0,2,0,0,0,0,0,1,0,0,162,66,2
2018-09-01,3,0,2,2,0,1,1,0,2,4,0,122,54,1
2018-10-01,1,0,1,1,1,0,0,2,1,2,4,151,52,0
2018-11-01,1,0,1,0,0,0,0,0,1,2,0,134,54,2
2018-12-01,7,0,1,1,3,1,1,3,1,24,43,157,61,2
2019-01-01,15,0,5,4,2,3,1,9,5,5,3,147,55,1
2019-02-01,0,0,0,0,0,0,0,0,4,1,9,101,32,0
2019-03-01,1,0,1,1,0,0,0,0,5,1,0,185,66,1
2019-04-01,3,0,2,2,0,1,1,0,2,2,1,191,68,0
2019-05-01,0,0,0,1,0,0,0,0,2,3,4,165,68,1
2019-06-01,0,0,0,0,0,0,0,0,1,4,5,126,68,0
2019-07-01,4,0,1,1,0,0,0,0,2,0,0,143,69,1
2019-08-01,3,0,3,1,1,1,1,0,2,4,3,128,60,1
2019-09-01,0,0,0,0,0,0,0,0,2,0,0,113,47,0
2019-10-01,1,0,1,1,0,1,1,8,4,2,8,360,136,1
