dates,monthly_commits,monthly_commit_comments,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2014-07-01,3,0,1,0,0,0,0,0,0,0,0,0,0,2
2014-08-01,43,0,5,16,0,16,3,28,1,21,54,85,4,3
2014-09-01,33,0,5,14,1,13,2,54,0,20,34,152,12,3
2014-10-01,23,0,5,13,1,11,2,30,0,21,43,63,9,4
2014-11-01,10,0,4,7,0,5,1,41,0,12,41,83,9,3
2014-12-01,13,0,2,8,0,6,1,32,0,18,39,70,6,3
2015-01-01,13,0,3,5,1,5,1,48,1,13,70,38,3,0
2015-02-01,6,0,1,3,0,3,1,8,1,10,30,33,4,0
2015-03-01,5,0,2,7,3,2,1,77,0,7,43,39,6,6
2015-04-01,22,0,3,9,2,9,1,83,0,20,82,68,9,1
2015-05-01,32,0,6,13,0,12,2,50,1,17,46,67,10,2
2015-06-01,37,0,5,19,5,14,2,58,2,38,150,47,12,2
2015-07-01,33,0,7,14,0,14,4,98,2,36,153,56,11,2
2015-08-01,26,0,2,12,0,12,1,114,1,22,74,46,10,1
2015-09-01,29,0,4,14,1,12,1,95,0,28,116,50,7,3
2015-10-01,10,0,2,7,3,4,2,53,1,22,62,54,6,2
2015-11-01,17,0,2,8,2,7,1,73,3,19,66,53,7,3
2015-12-01,6,0,2,3,0,3,1,33,0,7,28,52,5,0
2016-01-01,0,0,0,2,0,0,0,10,1,3,6,43,8,3
2016-02-01,2,0,2,5,4,0,0,32,1,11,32,45,6,0
2016-03-01,0,0,0,4,0,0,0,18,0,4,6,38,9,6
2016-04-01,0,0,0,1,0,0,0,9,0,0,0,58,9,3
2016-05-01,3,0,2,5,2,2,2,36,1,7,34,46,12,0
2016-06-01,11,0,4,7,3,4,2,39,1,12,41,47,8,1
2016-07-01,20,0,6,12,5,9,2,83,0,23,84,56,20,2
2016-08-01,18,0,4,13,5,9,1,96,0,24,53,63,22,0
2016-09-01,18,0,6,8,2,6,1,63,1,14,72,78,14,2
2016-10-01,7,0,3,3,2,4,1,77,2,14,81,59,13,2
2016-11-01,6,0,4,4,0,1,1,12,1,5,34,64,26,2
2016-12-01,22,0,6,15,3,11,2,86,1,18,36,68,31,1
2017-01-01,21,0,5,8,2,10,1,52,2,30,189,54,23,0
2017-02-01,3,0,3,5,2,0,0,19,1,12,50,64,19,0
2017-03-01,26,0,6,16,3,12,2,90,4,37,106,81,32,0
2017-04-01,36,0,8,17,2,16,1,66,0,69,253,60,26,2
2017-05-01,33,0,6,15,2,17,2,66,2,35,97,61,26,0
2017-06-01,24,0,5,11,3,12,2,50,2,36,112,77,22,1
2017-07-01,11,0,2,11,1,5,1,27,1,19,43,85,25,1
2017-08-01,11,0,6,4,0,3,2,10,1,15,67,68,14,1
2017-09-01,22,0,6,11,1,12,2,36,2,37,117,51,16,1
2017-10-01,25,0,8,18,4,13,2,96,4,23,102,62,14,1
2017-11-01,26,0,11,11,2,12,2,85,5,51,229,74,29,0
2017-12-01,26,0,10,10,2,9,2,48,5,20,98,76,25,0
2018-01-01,17,0,6,13,4,10,2,109,9,20,100,100,14,2
2018-02-01,8,0,7,6,0,3,2,7,9,6,39,80,23,1
2018-03-01,2,0,2,1,1,1,1,2,8,6,40,97,18,1
2018-04-01,6,0,5,6,0,2,1,11,10,2,20,111,29,0
2018-05-01,2,0,2,2,0,0,0,3,8,1,12,89,20,0
2018-06-01,2,0,2,3,0,0,0,12,7,2,26,94,17,1
2018-07-01,9,0,2,1,3,7,1,12,10,13,31,99,17,2
2018-08-01,4,0,3,2,0,2,1,4,5,4,12,101,16,0
2018-09-01,7,0,5,7,1,1,1,28,3,4,64,70,22,0
2018-10-01,7,0,3,3,2,5,2,21,6,12,32,90,27,0
2018-11-01,7,0,5,4,2,3,2,47,6,7,68,92,27,1
2018-12-01,6,0,4,2,0,2,1,6,5,2,11,98,27,0
2019-01-01,13,0,3,6,0,8,1,21,9,12,44,106,36,0
2019-02-01,11,0,5,5,0,5,1,23,7,12,64,71,24,0
2019-03-01,1,0,1,1,0,0,0,0,7,3,28,136,37,1
2019-04-01,3,0,3,3,0,1,1,4,7,2,14,118,33,0
2019-05-01,9,0,5,5,0,4,1,29,3,7,25,95,27,0
2019-06-01,3,0,3,4,0,0,0,10,7,2,14,77,34,0
2019-07-01,10,0,6,4,0,3,1,14,5,6,18,107,45,0
2019-08-01,4,0,2,4,0,3,1,16,6,5,19,140,41,0
2019-09-01,4,0,2,11,5,3,1,28,6,12,58,81,56,0
2019-10-01,14,0,8,21,6,8,2,34,36,20,51,365,190,1
