dates,monthly_commits,monthly_commit_comments,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-12-01,100,0,6,18,0,17,2,6,0,22,5,216,19,4
2017-01-01,42,0,4,12,3,10,2,2,0,20,14,20,1,2
2017-02-01,52,0,3,7,0,6,2,3,1,14,19,75,14,1
2017-03-01,71,0,5,14,0,14,2,22,0,23,35,58,17,1
2017-04-01,48,0,4,9,2,8,1,3,0,20,36,66,21,2
2017-05-01,122,0,9,16,0,14,2,32,3,26,49,60,27,3
2017-06-01,108,0,4,16,0,17,2,4,1,23,8,70,28,1
2017-07-01,114,0,3,27,2,26,3,4,0,38,51,59,18,1
2017-08-01,54,0,7,12,0,10,3,8,0,28,72,94,24,7
2017-09-01,54,0,8,10,3,9,4,20,4,30,128,64,39,3
2017-10-01,66,0,6,18,8,9,2,44,8,81,267,103,30,0
2017-11-01,35,0,10,14,3,9,1,39,13,37,163,100,27,2
2017-12-01,49,0,7,13,1,11,2,6,13,21,90,98,35,2
2018-01-01,43,0,8,17,3,13,2,13,17,31,69,94,35,0
2018-02-01,47,0,8,10,1,7,2,7,13,36,115,80,33,5
2018-03-01,99,0,7,11,0,8,4,2,28,38,137,108,41,3
2018-04-01,59,0,6,6,2,4,2,11,28,26,154,103,40,0
2018-05-01,142,0,12,12,5,8,1,16,15,42,220,105,36,1
2018-06-01,88,0,15,18,1,14,2,37,28,60,258,90,37,1
2018-07-01,58,0,7,12,1,10,3,13,32,33,110,99,29,6
2018-08-01,74,0,14,13,3,7,2,34,25,31,143,106,42,0
2018-09-01,157,0,11,13,4,9,4,13,8,50,91,110,34,1
2018-10-01,216,0,14,35,21,25,3,63,16,91,207,106,42,0
2018-11-01,127,0,10,21,2,15,3,9,29,62,271,125,47,0
2018-12-01,61,0,11,13,1,13,2,8,22,52,180,121,48,0
2019-01-01,55,0,11,20,2,17,3,29,26,52,256,143,51,6
2019-02-01,100,0,12,19,1,17,3,5,41,139,594,114,46,0
2019-03-01,70,0,11,14,1,10,1,14,38,28,79,173,67,1
2019-04-01,66,0,17,31,4,19,2,30,38,38,110,179,67,0
2019-05-01,48,0,12,19,4,15,4,18,42,46,161,143,60,1
2019-06-01,65,0,8,13,11,20,3,42,37,44,111,224,71,0
2019-07-01,58,0,7,20,1,10,2,15,46,27,173,557,146,2
2019-08-01,38,0,11,29,2,26,2,22,40,39,92,188,60,1
2019-09-01,21,0,11,26,3,17,2,10,36,36,81,203,68,0
2019-10-01,35,0,11,31,7,21,2,20,54,46,91,185,81,0
2019-11-01,63,0,9,30,6,27,2,16,35,47,83,257,81,0
2019-12-01,80,0,12,38,8,28,2,25,46,47,81,220,81,0
