dates,monthly_commits,monthly_commit_comments,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2011-09-01,18,0,3,0,0,0,0,0,0,0,0,0,0,1
2011-10-01,26,0,2,0,0,0,0,0,0,0,0,0,0,0
2011-11-01,18,0,4,0,0,0,0,0,0,0,0,0,0,1
2011-12-01,23,0,3,0,0,0,0,0,0,0,0,0,0,0
2012-01-01,36,0,2,0,0,0,0,0,0,0,0,0,0,3
2012-02-01,10,0,2,0,0,0,0,0,0,0,0,0,0,2
2012-03-01,8,0,2,0,0,0,0,0,0,0,0,0,0,1
2012-04-01,2,0,1,0,0,0,0,0,0,0,0,0,0,1
2012-05-01,58,0,2,0,0,0,0,0,0,0,0,0,0,4
2012-06-01,24,0,2,0,0,0,0,0,0,0,0,0,0,2
2012-07-01,36,0,2,0,0,0,0,0,0,0,0,0,0,5
2012-08-01,6,0,3,0,0,0,0,0,0,0,0,0,0,1
2012-09-01,23,0,3,0,0,0,0,0,0,0,0,0,0,1
2012-10-01,43,0,5,0,0,0,0,0,0,0,0,0,0,7
2012-11-01,27,0,4,0,0,0,0,0,0,0,0,0,0,1
2012-12-01,21,0,3,0,0,0,0,0,0,0,0,0,0,2
2013-01-01,20,0,3,0,0,0,0,0,0,0,0,0,0,2
2013-02-01,35,0,2,0,0,0,0,0,0,0,0,0,0,3
2013-03-01,48,0,2,0,0,0,0,0,0,0,0,0,0,4
2013-04-01,38,0,3,0,0,0,0,0,0,0,0,0,0,7
2013-05-01,1,0,1,0,0,0,0,0,0,0,0,0,0,8
2013-06-01,24,0,4,0,0,0,0,0,0,0,0,0,0,4
2013-07-01,26,0,5,0,0,0,0,0,0,0,0,0,0,2
2013-08-01,82,0,7,0,0,0,0,0,0,0,0,0,0,3
2013-09-01,50,0,8,0,0,0,0,0,0,0,0,0,0,3
2013-10-01,13,0,4,0,0,0,0,0,0,0,0,0,0,6
2013-11-01,28,0,7,0,0,0,0,0,0,0,0,0,0,0
2013-12-01,11,0,3,0,0,0,0,0,0,0,0,0,0,3
2014-01-01,43,0,5,0,0,0,0,0,0,0,0,0,0,4
2014-02-01,16,0,4,0,0,0,0,0,0,0,0,0,0,4
2014-03-01,14,0,4,0,0,0,0,0,0,0,0,0,0,0
2014-04-01,12,0,6,0,0,0,0,0,0,0,0,0,0,5
2014-05-01,17,0,2,0,0,0,0,0,0,0,0,0,0,1
2014-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2014-07-01,32,0,1,0,0,0,0,0,0,0,0,0,0,2
2014-08-01,2,0,1,0,0,0,0,0,0,0,0,1,0,3
2014-09-01,0,0,0,0,0,0,0,0,0,0,0,5,1,2
2014-10-01,254,0,12,2,0,2,1,0,46,157,452,28,2,4
2014-11-01,0,0,0,0,0,0,0,0,3,0,3,14,0,3
2014-12-01,1,0,1,1,0,0,0,5,5,0,8,12,0,3
2015-01-01,73,0,8,8,1,7,2,10,1,37,100,184,7,2
2015-02-01,54,0,9,9,4,6,2,31,0,22,76,83,5,1
2015-03-01,37,0,5,7,3,4,2,18,1,12,25,121,10,4
2015-04-01,33,0,4,3,0,2,2,17,0,10,19,32,3,0
2015-05-01,18,0,3,5,3,2,2,37,4,10,31,33,3,2
2015-06-01,25,0,6,5,0,2,1,16,5,5,34,30,2,0
2015-07-01,4,0,4,2,1,2,2,20,0,3,13,37,0,0
2015-08-01,0,0,0,0,0,0,0,0,1,1,5,27,2,0
2015-09-01,52,0,7,1,0,1,1,2,1,5,16,28,5,0
2015-10-01,45,0,8,2,0,2,2,6,0,4,10,28,2,2
2015-11-01,6,0,3,2,0,0,0,24,2,0,19,27,3,1
2015-12-01,33,0,9,1,1,0,0,4,1,3,14,38,4,0
2016-01-01,31,0,6,0,1,0,0,9,0,10,27,27,6,1
2016-02-01,33,0,11,0,0,0,0,0,1,6,29,26,4,1
2016-03-01,26,0,9,3,2,1,1,4,3,8,22,35,4,1
2016-04-01,38,0,10,1,0,0,0,0,0,1,1,14,5,3
2016-05-01,39,0,12,2,1,0,0,9,2,6,15,269,19,0
2016-06-01,73,0,11,4,0,4,2,16,0,13,22,45,8,0
2016-07-01,53,0,9,2,2,0,0,4,4,23,85,77,5,1
2016-08-01,68,0,7,1,1,0,0,6,2,3,11,59,7,0
2016-09-01,49,0,9,2,1,0,0,9,1,9,29,28,11,1
2016-10-01,93,0,12,0,0,0,0,0,3,6,19,56,10,0
2016-11-01,28,0,10,1,0,1,1,14,3,7,24,173,10,0
2016-12-01,34,0,10,0,0,0,0,0,1,6,15,43,6,0
2017-01-01,35,0,11,3,0,2,1,8,4,13,40,123,6,3
2017-02-01,84,0,14,2,2,0,0,9,7,28,144,281,14,0
2017-03-01,77,0,14,4,0,3,2,1,11,30,103,187,24,1
2017-04-01,72,0,14,9,2,3,2,63,7,11,40,258,32,0
2017-05-01,57,0,11,12,0,6,1,14,7,11,34,89,9,1
2017-06-01,46,0,16,3,1,2,2,10,8,11,68,63,8,0
2017-07-01,15,0,9,6,3,10,3,56,8,29,101,136,15,1
2017-08-01,83,0,13,8,6,2,2,40,6,36,98,44,14,2
2017-09-01,38,0,15,8,7,5,2,39,3,24,64,67,5,1
2017-10-01,47,0,11,18,1,9,1,42,11,34,128,139,11,1
2017-11-01,75,0,15,17,5,12,4,38,6,31,93,121,9,1
2017-12-01,58,0,13,13,6,11,2,44,11,44,129,103,22,2
2018-01-01,76,0,17,18,2,15,3,34,6,33,112,87,10,0
2018-02-01,52,0,14,23,5,15,3,32,10,31,62,81,10,0
2018-03-01,25,0,7,13,1,11,3,12,7,19,14,85,7,1
2018-04-01,54,0,11,19,1,16,3,37,6,27,61,103,11,0
2018-05-01,54,0,13,11,1,9,3,22,6,17,33,69,9,0
2018-06-01,69,0,11,8,6,3,2,11,8,16,39,40,6,0
