dates,monthly_commits,monthly_commit_comments,monthly_contributors,monthly_open_PRs,monthly_closed_PRs,monthly_merged_PRs,monthly_PR_mergers,monthly_PR_comments,monthly_open_issues,monthly_closed_issues,monthly_issue_comments,monthly_stargazer,monthly_forks,monthly_watchers
2016-04-01,1,0,1,0,0,0,0,0,0,0,0,0,0,2
2016-05-01,24,0,1,0,0,0,0,0,0,0,0,1,0,1
2016-06-01,37,0,1,1,1,0,0,2,0,4,5,34,2,2
2016-07-01,112,0,3,6,4,2,1,24,9,104,477,368,27,2
2016-08-01,93,0,7,8,0,3,1,44,6,49,191,203,20,3
2016-09-01,134,0,5,9,3,9,1,52,10,124,591,133,12,0
2016-10-01,4,0,2,1,0,1,1,4,3,22,103,106,10,2
2016-11-01,10,0,5,9,0,0,0,15,4,32,191,74,10,1
2016-12-01,9,0,3,4,1,0,0,16,5,24,134,78,5,2
2017-01-01,87,0,5,5,1,14,1,57,10,107,531,130,11,2
2017-02-01,7,0,4,4,0,1,1,13,7,31,148,102,9,1
2017-03-01,23,0,6,5,0,3,1,17,5,24,100,136,18,2
2017-04-01,46,0,4,5,1,7,1,94,9,64,299,123,17,1
2017-05-01,37,0,1,5,0,2,1,11,3,55,352,135,13,0
2017-06-01,1,0,1,2,3,0,0,8,5,35,220,290,18,0
2017-07-01,14,0,3,4,2,1,1,18,3,23,109,181,8,1
2017-08-01,14,0,7,8,0,4,1,69,4,37,137,153,17,0
2017-09-01,37,0,7,10,1,7,1,56,5,37,187,169,15,0
2017-10-01,46,0,5,7,1,7,1,45,1,71,338,186,24,1
2017-11-01,4,0,3,3,0,0,0,7,2,4,34,146,12,0
2017-12-01,4,0,3,2,0,1,1,9,0,15,51,111,13,1
2018-01-01,31,0,4,6,1,12,1,60,0,40,151,141,17,2
2018-02-01,12,0,5,7,0,4,1,14,0,16,81,119,16,0
2018-03-01,9,0,5,5,1,2,1,36,4,15,81,162,22,0
2018-04-01,56,0,8,8,0,14,1,74,2,31,153,173,19,1
2018-05-01,23,0,9,13,2,4,1,63,2,37,202,127,19,1
2018-06-01,9,0,5,8,1,0,0,48,1,44,199,113,24,2
2018-07-01,16,0,6,7,1,2,1,35,0,30,77,103,18,0
2018-08-01,42,0,3,3,4,14,1,80,0,43,148,68,7,0
2018-09-01,73,0,4,5,1,4,1,33,1,46,243,48,10,0
2018-10-01,42,0,3,3,4,5,1,95,2,82,423,80,9,0
2018-11-01,1,0,1,3,1,0,0,16,2,454,2340,72,12,0
2018-12-01,15,0,2,7,2,5,1,73,0,82,505,80,8,0
2019-01-01,6,0,3,4,2,0,0,36,3,56,318,61,9,0
2019-02-01,5,0,2,4,7,0,0,58,4,51,369,73,10,1
2019-03-01,26,0,6,6,0,8,2,70,10,69,439,91,24,0
2019-04-01,68,0,5,11,1,15,2,66,8,79,493,61,10,0
2019-05-01,7,0,2,1,0,0,0,6,16,48,322,92,10,0
2019-06-01,14,0,3,2,1,1,1,14,5,21,189,77,10,0
2019-07-01,2,0,1,0,0,0,0,0,8,36,286,63,8,0
2019-08-01,4,0,3,4,0,0,0,27,8,17,132,56,13,1
2019-09-01,1,0,1,2,0,0,0,7,7,26,181,65,10,1
2019-10-01,2,0,2,3,2,0,0,14,10,29,145,75,15,0
2019-11-01,35,0,3,2,4,5,1,46,20,77,479,68,6,1
2019-12-01,3,0,1,0,0,0,0,0,20,28,157,63,12,0
